242, 498, 501, 501, 498, 1003, 4, 4, 4, 4, 4, 4, 0.71875, 0.09375, 0.71875, 0.09375, 0.71875, 0.09375, 0.71875, 0.09375, 0.75, 0.09375, 0.75, 0.09375, 0.75, 0.09375, 0.75, 0.09375, 0.71875, 0.0625, 0.71875, 0.0625, 0.71875, 0.0625, 0.71875, 0.0625, 0.71875, 0.0625, 0.71875, 0.0625, 0.71875, 0.0625, 0.71875, 0.0625, 0.75, 0.09375, 0.75, 0.09375, 0.75, 0.09375, 0.75, 0.09375, 0.75, 0.0625, 0.75, 0.0625, 0.75, 0.0625, 0.75, 0.0625
242, 499, 498, 498, 499, 1002, 4, 4, 4, 4, 4, 4, 0.71875, 0.09375, 0.71875, 0.09375, 0.71875, 0.09375, 0.71875, 0.09375, 0.71875, 0.125, 0.71875, 0.125, 0.71875, 0.125, 0.71875, 0.125, 0.75, 0.09375, 0.75, 0.09375, 0.75, 0.09375, 0.75, 0.09375, 0.75, 0.09375, 0.75, 0.09375, 0.75, 0.09375, 0.75, 0.09375, 0.71875, 0.125, 0.71875, 0.125, 0.71875, 0.125, 0.71875, 0.125, 0.75, 0.125, 0.75, 0.125, 0.75, 0.125, 0.75, 0.125
242, 500, 499, 499, 500, 1017, 4, 4, 4, 4, 4, 4, 0.71875, 0.09375, 0.71875, 0.09375, 0.71875, 0.09375, 0.71875, 0.09375, 0.6875, 0.09375, 0.6875, 0.09375, 0.6875, 0.09375, 0.6875, 0.09375, 0.71875, 0.125, 0.71875, 0.125, 0.71875, 0.125, 0.71875, 0.125, 0.71875, 0.125, 0.71875, 0.125, 0.71875, 0.125, 0.71875, 0.125, 0.6875, 0.09375, 0.6875, 0.09375, 0.6875, 0.09375, 0.6875, 0.09375, 0.6875, 0.125, 0.6875, 0.125, 0.6875, 0.125, 0.6875, 0.125
242, 501, 500, 500, 501, 1018, 4, 4, 4, 4, 4, 4, 0.71875, 0.09375, 0.71875, 0.09375, 0.71875, 0.09375, 0.71875, 0.09375, 0.71875, 0.0625, 0.71875, 0.0625, 0.71875, 0.0625, 0.71875, 0.0625, 0.6875, 0.09375, 0.6875, 0.09375, 0.6875, 0.09375, 0.6875, 0.09375, 0.6875, 0.09375, 0.6875, 0.09375, 0.6875, 0.09375, 0.6875, 0.09375, 0.71875, 0.0625, 0.71875, 0.0625, 0.71875, 0.0625, 0.71875, 0.0625, 0.6875, 0.0625, 0.6875, 0.0625, 0.6875, 0.0625, 0.6875, 0.0625
243, 502, 505, 505, 502, 1233, 4, 4, 4, 4, 4, 4, 0.71875, 0.53125, 0.71875, 0.53125, 0.71875, 0.53125, 0.71875, 0.53125, 0.75, 0.53125, 0.75, 0.53125, 0.75, 0.53125, 0.75, 0.53125, 0.71875, 0.5, 0.71875, 0.5, 0.71875, 0.5, 0.71875, 0.5, 0.71875, 0.5, 0.71875, 0.5, 0.71875, 0.5, 0.71875, 0.5, 0.75, 0.53125, 0.75, 0.53125, 0.75, 0.53125, 0.75, 0.53125, 0.75, 0.5, 0.75, 0.5, 0.75, 0.5, 0.75, 0.5
243, 503, 502, 502, 503, 998, 4, 4, 4, 4, 4, 4, 0.71875, 0.53125, 0.71875, 0.53125, 0.71875, 0.53125, 0.71875, 0.53125, 0.71875, 0.5625, 0.71875, 0.5625, 0.71875, 0.5625, 0.71875, 0.5625, 0.75, 0.53125, 0.75, 0.53125, 0.75, 0.53125, 0.75, 0.53125, 0.75, 0.53125, 0.75, 0.53125, 0.75, 0.53125, 0.75, 0.53125, 0.71875, 0.5625, 0.71875, 0.5625, 0.71875, 0.5625, 0.71875, 0.5625, 0.75, 0.5625, 0.75, 0.5625, 0.75, 0.5625, 0.75, 0.5625
243, 504, 503, 503, 504, 1010, 4, 4, 4, 4, 4, 4, 0.71875, 0.53125, 0.71875, 0.53125, 0.71875, 0.53125, 0.71875, 0.53125, 0.6875, 0.53125, 0.6875, 0.53125, 0.6875, 0.53125, 0.6875, 0.53125, 0.71875, 0.5625, 0.71875, 0.5625, 0.71875, 0.5625, 0.71875, 0.5625, 0.71875, 0.5625, 0.71875, 0.5625, 0.71875, 0.5625, 0.71875, 0.5625, 0.6875, 0.53125, 0.6875, 0.53125, 0.6875, 0.53125, 0.6875, 0.53125, 0.6875, 0.5625, 0.6875, 0.5625, 0.6875, 0.5625, 0.6875, 0.5625
243, 505, 504, 504, 505, 1011, 4, 4, 4, 4, 4, 4, 0.71875, 0.53125, 0.71875, 0.53125, 0.71875, 0.53125, 0.71875, 0.53125, 0.71875, 0.5, 0.71875, 0.5, 0.71875, 0.5, 0.71875, 0.5, 0.6875, 0.53125, 0.6875, 0.53125, 0.6875, 0.53125, 0.6875, 0.53125, 0.6875, 0.53125, 0.6875, 0.53125, 0.6875, 0.53125, 0.6875, 0.53125, 0.71875, 0.5, 0.71875, 0.5, 0.71875, 0.5, 0.71875, 0.5, 0.6875, 0.5, 0.6875, 0.5, 0.6875, 0.5, 0.6875, 0.5
246, 511, 513, 513, 511, 999, 4, 4, 4, 4, 4, 4, 0.71875, 0.46875, 0.71875, 0.46875, 0.71875, 0.46875, 0.71875, 0.46875, 0.75, 0.46875, 0.75, 0.46875, 0.75, 0.46875, 0.75, 0.46875, 0.71875, 0.4375, 0.71875, 0.4375, 0.71875, 0.4375, 0.71875, 0.4375, 0.71875, 0.4375, 0.71875, 0.4375, 0.71875, 0.4375, 0.71875, 0.4375, 0.75, 0.46875, 0.75, 0.46875, 0.75, 0.46875, 0.75, 0.46875, 0.75, 0.4375, 0.75, 0.4375, 0.75, 0.4375, 0.75, 0.4375
246, 505, 511, 511, 505, 1233, 4, 4, 4, 4, 4, 4, 0.71875, 0.46875, 0.71875, 0.46875, 0.71875, 0.46875, 0.71875, 0.46875, 0.71875, 0.5, 0.71875, 0.5, 0.71875, 0.5, 0.71875, 0.5, 0.75, 0.46875, 0.75, 0.46875, 0.75, 0.46875, 0.75, 0.46875, 0.75, 0.46875, 0.75, 0.46875, 0.75, 0.46875, 0.75, 0.46875, 0.71875, 0.5, 0.71875, 0.5, 0.71875, 0.5, 0.71875, 0.5, 0.75, 0.5, 0.75, 0.5, 0.75, 0.5, 0.75, 0.5
246, 512, 505, 505, 512, 1011, 4, 4, 4, 4, 4, 4, 0.71875, 0.46875, 0.71875, 0.46875, 0.71875, 0.46875, 0.71875, 0.46875, 0.6875, 0.46875, 0.6875, 0.46875, 0.6875, 0.46875, 0.6875, 0.46875, 0.71875, 0.5, 0.71875, 0.5, 0.71875, 0.5, 0.71875, 0.5, 0.71875, 0.5, 0.71875, 0.5, 0.71875, 0.5, 0.71875, 0.5, 0.6875, 0.46875, 0.6875, 0.46875, 0.6875, 0.46875, 0.6875, 0.46875, 0.6875, 0.5, 0.6875, 0.5, 0.6875, 0.5, 0.6875, 0.5
246, 513, 512, 512, 513, 1012, 4, 4, 4, 4, 4, 4, 0.71875, 0.46875, 0.71875, 0.46875, 0.71875, 0.46875, 0.71875, 0.46875, 0.71875, 0.4375, 0.71875, 0.4375, 0.71875, 0.4375, 0.71875, 0.4375, 0.6875, 0.46875, 0.6875, 0.46875, 0.6875, 0.46875, 0.6875, 0.46875, 0.6875, 0.46875, 0.6875, 0.46875, 0.6875, 0.46875, 0.6875, 0.46875, 0.71875, 0.4375, 0.71875, 0.4375, 0.71875, 0.4375, 0.71875, 0.4375, 0.6875, 0.4375, 0.6875, 0.4375, 0.6875, 0.4375, 0.6875, 0.4375
247, 514, 516, 516, 514, 995, 4, 4, 4, 4, 4, 4, 0.71875, 0.90625, 0.71875, 0.90625, 0.71875, 0.90625, 0.71875, 0.90625, 0.75, 0.90625, 0.75, 0.90625, 0.75, 0.90625, 0.75, 0.90625, 0.71875, 0.875, 0.71875, 0.875, 0.71875, 0.875, 0.71875, 0.875, 0.71875, 0.875, 0.71875, 0.875, 0.71875, 0.875, 0.71875, 0.875, 0.75, 0.90625, 0.75, 0.90625, 0.75, 0.90625, 0.75, 0.90625, 0.75, 0.875, 0.75, 0.875, 0.75, 0.875, 0.75, 0.875
247, 508, 514, 514, 508, 994, 4, 4, 4, 4, 4, 4, 0.71875, 0.90625, 0.71875, 0.90625, 0.71875, 0.90625, 0.71875, 0.90625, 0.71875, 0.9375, 0.71875, 0.9375, 0.71875, 0.9375, 0.71875, 0.9375, 0.75, 0.90625, 0.75, 0.90625, 0.75, 0.90625, 0.75, 0.90625, 0.75, 0.90625, 0.75, 0.90625, 0.75, 0.90625, 0.75, 0.90625, 0.71875, 0.9375, 0.71875, 0.9375, 0.71875, 0.9375, 0.71875, 0.9375, 0.75, 0.9375, 0.75, 0.9375, 0.75, 0.9375, 0.75, 0.9375
247, 515, 508, 508, 515, 1004, 4, 4, 4, 4, 4, 4, 0.71875, 0.90625, 0.71875, 0.90625, 0.71875, 0.90625, 0.71875, 0.90625, 0.6875, 0.90625, 0.6875, 0.90625, 0.6875, 0.90625, 0.6875, 0.90625, 0.71875, 0.9375, 0.71875, 0.9375, 0.71875, 0.9375, 0.71875, 0.9375, 0.71875, 0.9375, 0.71875, 0.9375, 0.71875, 0.9375, 0.71875, 0.9375, 0.6875, 0.90625, 0.6875, 0.90625, 0.6875, 0.90625, 0.6875, 0.90625, 0.6875, 0.9375, 0.6875, 0.9375, 0.6875, 0.9375, 0.6875, 0.9375
247, 516, 515, 515, 516, 1005, 4, 4, 4, 4, 4, 4, 0.71875, 0.90625, 0.71875, 0.90625, 0.71875, 0.90625, 0.71875, 0.90625, 0.71875, 0.875, 0.71875, 0.875, 0.71875, 0.875, 0.71875, 0.875, 0.6875, 0.90625, 0.6875, 0.90625, 0.6875, 0.90625, 0.6875, 0.90625, 0.6875, 0.90625, 0.6875, 0.90625, 0.6875, 0.90625, 0.6875, 0.90625, 0.71875, 0.875, 0.71875, 0.875, 0.71875, 0.875, 0.71875, 0.875, 0.6875, 0.875, 0.6875, 0.875, 0.6875, 0.875, 0.6875, 0.875
248, 517, 519, 519, 517, 1234, 4, 4, 4, 4, 4, 4, 0.71875, 0.40625, 0.71875, 0.40625, 0.71875, 0.40625, 0.71875, 0.40625, 0.75, 0.40625, 0.75, 0.40625, 0.75, 0.40625, 0.75, 0.40625, 0.71875, 0.375, 0.71875, 0.375, 0.71875, 0.375, 0.71875, 0.375, 0.71875, 0.375, 0.71875, 0.375, 0.71875, 0.375, 0.71875, 0.375, 0.75, 0.40625, 0.75, 0.40625, 0.75, 0.40625, 0.75, 0.40625, 0.75, 0.375, 0.75, 0.375, 0.75, 0.375, 0.75, 0.375
