239, 17, 4, 4, 17, 16, 4, 4, 4, 4, 4, 4, 0.75, 0.5, 0.75, 0.5, 0.75, 0.5, 0.75, 0.5, 0.6875, 0.5, 0.6875, 0.5, 0.6875, 0.5, 0.6875, 0.5, 0.75, 0.5625, 0.75, 0.5625, 0.75, 0.5625, 0.75, 0.5625, 0.75, 0.5625, 0.75, 0.5625, 0.75, 0.5625, 0.75, 0.5625, 0.6875, 0.5, 0.6875, 0.5, 0.6875, 0.5, 0.6875, 0.5, 0.6875, 0.5625, 0.6875, 0.5625, 0.6875, 0.5625, 0.6875, 0.5625
5, 18, 239, 239, 18, 17, 4, 4, 4, 4, 4, 4, 0.75, 0.4375, 0.75, 0.4375, 0.75, 0.4375, 0.75, 0.4375, 0.6875, 0.4375, 0.6875, 0.4375, 0.6875, 0.4375, 0.6875, 0.4375, 0.75, 0.5, 0.75, 0.5, 0.75, 0.5, 0.75, 0.5, 0.75, 0.5, 0.75, 0.5, 0.75, 0.5, 0.75, 0.5, 0.6875, 0.4375, 0.6875, 0.4375, 0.6875, 0.4375, 0.6875, 0.4375, 0.6875, 0.5, 0.6875, 0.5, 0.6875, 0.5, 0.6875, 0.5
240, 19, 5, 5, 19, 18, 4, 4, 4, 4, 4, 4, 0.75, 0.375, 0.75, 0.375, 0.75, 0.375, 0.75, 0.375, 0.6875, 0.375, 0.6875, 0.375, 0.6875, 0.375, 0.6875, 0.375, 0.75, 0.4375, 0.75, 0.4375, 0.75, 0.4375, 0.75, 0.4375, 0.75, 0.4375, 0.75, 0.4375, 0.75, 0.4375, 0.75, 0.4375, 0.6875, 0.375, 0.6875, 0.375, 0.6875, 0.375, 0.6875, 0.375, 0.6875, 0.4375, 0.6875, 0.4375, 0.6875, 0.4375, 0.6875, 0.4375
237, 12, 1, 1, 12, 11, 4, 4, 4, 4, 4, 4, 0.75, 0.8125, 0.75, 0.8125, 0.75, 0.8125, 0.75, 0.8125, 0.6875, 0.8125, 0.6875, 0.8125, 0.6875, 0.8125, 0.6875, 0.8125, 0.75, 0.875, 0.75, 0.875, 0.75, 0.875, 0.75, 0.875, 0.75, 0.875, 0.75, 0.875, 0.75, 0.875, 0.75, 0.875, 0.6875, 0.8125, 0.6875, 0.8125, 0.6875, 0.8125, 0.6875, 0.8125, 0.6875, 0.875, 0.6875, 0.875, 0.6875, 0.875, 0.6875, 0.875
6, 20, 240, 240, 20, 19, 4, 4, 4, 4, 4, 4, 0.75, 0.3125, 0.75, 0.3125, 0.75, 0.3125, 0.75, 0.3125, 0.6875, 0.3125, 0.6875, 0.3125, 0.6875, 0.3125, 0.6875, 0.3125, 0.75, 0.375, 0.75, 0.375, 0.75, 0.375, 0.75, 0.375, 0.75, 0.375, 0.75, 0.375, 0.75, 0.375, 0.75, 0.375, 0.6875, 0.3125, 0.6875, 0.3125, 0.6875, 0.3125, 0.6875, 0.3125, 0.6875, 0.375, 0.6875, 0.375, 0.6875, 0.375, 0.6875, 0.375
2, 13, 237, 237, 13, 12, 4, 4, 4, 4, 4, 4, 0.75, 0.75, 0.75, 0.75, 0.75, 0.75, 0.75, 0.75, 0.6875, 0.75, 0.6875, 0.75, 0.6875, 0.75, 0.6875, 0.75, 0.75, 0.8125, 0.75, 0.8125, 0.75, 0.8125, 0.75, 0.8125, 0.75, 0.8125, 0.75, 0.8125, 0.75, 0.8125, 0.75, 0.8125, 0.6875, 0.75, 0.6875, 0.75, 0.6875, 0.75, 0.6875, 0.75, 0.6875, 0.8125, 0.6875, 0.8125, 0.6875, 0.8125, 0.6875, 0.8125
241, 21, 6, 6, 21, 20, 4, 4, 4, 4, 4, 4, 0.75, 0.25, 0.75, 0.25, 0.75, 0.25, 0.75, 0.25, 0.6875, 0.25, 0.6875, 0.25, 0.6875, 0.25, 0.6875, 0.25, 0.75, 0.3125, 0.75, 0.3125, 0.75, 0.3125, 0.75, 0.3125, 0.75, 0.3125, 0.75, 0.3125, 0.75, 0.3125, 0.75, 0.3125, 0.6875, 0.25, 0.6875, 0.25, 0.6875, 0.25, 0.6875, 0.25, 0.6875, 0.3125, 0.6875, 0.3125, 0.6875, 0.3125, 0.6875, 0.3125
238, 14, 2, 2, 14, 13, 4, 4, 4, 4, 4, 4, 0.75, 0.6875, 0.75, 0.6875, 0.75, 0.6875, 0.75, 0.6875, 0.6875, 0.6875, 0.6875, 0.6875, 0.6875, 0.6875, 0.6875, 0.6875, 0.75, 0.75, 0.75, 0.75, 0.75, 0.75, 0.75, 0.75, 0.75, 0.75, 0.75, 0.75, 0.75, 0.75, 0.75, 0.75, 0.6875, 0.6875, 0.6875, 0.6875, 0.6875, 0.6875, 0.6875, 0.6875, 0.6875, 0.75, 0.6875, 0.75, 0.6875, 0.75, 0.6875, 0.75
7, 22, 241, 241, 22, 21, 4, 4, 4, 4, 4, 4, 0.75, 0.1875, 0.75, 0.1875, 0.75, 0.1875, 0.75, 0.1875, 0.6875, 0.1875, 0.6875, 0.1875, 0.6875, 0.1875, 0.6875, 0.1875, 0.75, 0.25, 0.75, 0.25, 0.75, 0.25, 0.75, 0.25, 0.75, 0.25, 0.75, 0.25, 0.75, 0.25, 0.75, 0.25, 0.6875, 0.1875, 0.6875, 0.1875, 0.6875, 0.1875, 0.6875, 0.1875, 0.6875, 0.25, 0.6875, 0.25, 0.6875, 0.25, 0.6875, 0.25
3, 15, 238, 238, 15, 14, 4, 4, 4, 4, 4, 4, 0.75, 0.625, 0.75, 0.625, 0.75, 0.625, 0.75, 0.625, 0.6875, 0.625, 0.6875, 0.625, 0.6875, 0.625, 0.6875, 0.625, 0.75, 0.6875, 0.75, 0.6875, 0.75, 0.6875, 0.75, 0.6875, 0.75, 0.6875, 0.75, 0.6875, 0.75, 0.6875, 0.75, 0.6875, 0.6875, 0.625, 0.6875, 0.625, 0.6875, 0.625, 0.6875, 0.625, 0.6875, 0.6875, 0.6875, 0.6875, 0.6875, 0.6875, 0.6875, 0.6875
8, 23, 7, 7, 23, 22, 4, 4, 4, 4, 4, 4, 0.75, 0.125, 0.75, 0.125, 0.75, 0.125, 0.75, 0.125, 0.6875, 0.125, 0.6875, 0.125, 0.6875, 0.125, 0.6875, 0.125, 0.75, 0.1875, 0.75, 0.1875, 0.75, 0.1875, 0.75, 0.1875, 0.75, 0.1875, 0.75, 0.1875, 0.75, 0.1875, 0.75, 0.1875, 0.6875, 0.125, 0.6875, 0.125, 0.6875, 0.125, 0.6875, 0.125, 0.6875, 0.1875, 0.6875, 0.1875, 0.6875, 0.1875, 0.6875, 0.1875
4, 16, 3, 3, 16, 15, 4, 4, 4, 4, 4, 4, 0.75, 0.5625, 0.75, 0.5625, 0.75, 0.5625, 0.75, 0.5625, 0.6875, 0.5625, 0.6875, 0.5625, 0.6875, 0.5625, 0.6875, 0.5625, 0.75, 0.625, 0.75, 0.625, 0.75, 0.625, 0.75, 0.625, 0.75, 0.625, 0.75, 0.625, 0.75, 0.625, 0.75, 0.625, 0.6875, 0.5625, 0.6875, 0.5625, 0.6875, 0.5625, 0.6875, 0.5625, 0.6875, 0.625, 0.6875, 0.625, 0.6875, 0.625, 0.6875, 0.625
